Latitude (decimal degrees):	40.202
Longitude (decimal degrees):	-76.735
Elevation (m):	111
Radiation database:	PVGIS-NSRDB


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20151012:1700,1061.27,42.45,21.44,1.86,0.0
20151012:1800,1007.85,40.01,22.21,2.34,0.0
20151012:1900,871.48,34.16,22.45,2.41,0.0
20151012:2000,664.16,25.87,22.29,2.55,0.0
20151012:2100,404.79,16.0,21.48,2.34,0.0
20151012:2200,116.85,5.2,19.35,2.48,0.0
20151012:2300,0.0,0.0,17.36,2.62,0.0
20151013:0000,0.0,0.0,16.09,2.41,0.0
20151013:0100,0.0,0.0,15.11,2.28,0.0
20151013:0200,0.0,0.0,14.4,2.28,0.0
20151013:0300,0.0,0.0,13.89,2.28,0.0
20151013:0400,0.0,0.0,13.53,2.21,0.0
20151013:0500,0.0,0.0,13.24,2.07,0.0
20151013:0600,0.0,0.0,12.92,1.93,0.0
20151013:0700,0.0,0.0,13.09,2.0,0.0
20151013:0800,0.0,0.0,12.96,1.86,0.0
20151013:0900,0.0,0.0,12.89,1.86,0.0
20151013:1000,0.0,0.0,12.81,1.79,0.0
20151013:1100,0.0,0.0,12.63,1.72,0.0
20151013:1200,2.65,7.65,12.89,1.45,0.0
20151013:1300,221.35,18.25,14.51,1.52,0.0
20151013:1400,68.8,27.77,15.46,1.86,0.0
20151013:1500,147.27,35.52,15.15,1.79,0.0
20151013:1600,990.03,40.59,16.34,2.07,0.0
20151013:1700,1031.09,42.07,19.01,3.38,0.0
20151013:1800,980.59,39.64,20.0,2.83,0.0
20151013:1900,293.48,33.81,21.01,2.97,0.0
20151013:2000,69.68,25.54,21.07,2.97,0.0
20151013:2100,47.63,15.69,20.19,2.48,0.0
20151013:2200,10.58,4.91,18.77,2.41,0.0
20151013:2300,0.0,0.0,17.94,2.41,0.0
20151014:0000,0.0,0.0,17.31,2.48,0.0
20151014:0100,0.0,0.0,16.76,2.76,0.0
20151014:0200,0.0,0.0,16.18,2.83,0.0
20151014:0300,0.0,0.0,15.48,2.76,0.0
20151014:0400,0.0,0.0,14.52,2.48,0.0
20151014:0500,0.0,0.0,13.78,2.21,0.0
20151014:0600,0.0,0.0,13.32,2.14,0.0
20151014:0700,0.0,0.0,12.31,1.72,0.0
20151014:0800,0.0,0.0,11.69,1.79,0.0
20151014:0900,0.0,0.0,11.33,1.79,0.0
20151014:1000,0.0,0.0,11.23,1.86,0.0
20151014:1100,0.0,0.0,11.18,1.93,0.0
20151014:1200,33.52,7.44,11.41,1.93,0.0
20151014:1300,457.65,18.01,12.94,1.66,0.0
20151014:1400,704.16,27.5,14.78,3.24,0.0
20151014:1500,449.66,35.21,15.57,3.66,0.0
20151014:1600,323.94,40.24,15.89,3.31,0.0
20151014:1700,752.91,41.7,16.49,3.31,0.0
20151014:1800,209.0,39.26,16.83,3.45,0.0
20151014:1900,289.66,33.46,15.8,2.97,0.0
20151014:2000,40.57,25.21,15.92,2.9,0.0
20151014:2100,25.58,15.39,15.83,2.69,0.0
20151014:2200,5.29,4.62,15.29,2.0,0.0
20151014:2300,0.0,0.0,14.63,1.86,0.0
20151015:0000,0.0,0.0,13.96,1.93,0.0
20151015:0100,0.0,0.0,13.49,2.07,0.0
20151015:0200,0.0,0.0,12.93,2.07,0.0
20151015:0300,0.0,0.0,12.78,2.07,0.0
20151015:0400,0.0,0.0,12.64,2.07,0.0
20151015:0500,0.0,0.0,12.49,2.07,0.0
20151015:0600,0.0,0.0,11.71,1.93,0.0
20151015:0700,0.0,0.0,10.93,1.72,0.0
20151015:0800,0.0,0.0,10.08,1.72,0.0
20151015:0900,0.0,0.0,9.39,1.79,0.0
20151015:1000,0.0,0.0,8.8,1.72,0.0
20151015:1100,0.0,0.0,8.2,1.72,0.0
20151015:1200,185.62,7.23,8.09,1.59,0.0
20151015:1300,475.05,17.78,10.52,1.52,0.0
20151015:1400,729.49,27.23,12.32,2.34,0.0
20151015:1500,923.4,34.9,13.77,3.1,0.0
20151015:1600,1040.79,39.89,14.74,2.97,0.0
20151015:1700,1072.15,41.32,15.71,3.17,0.0
20151015:1800,1017.13,38.89,16.45,3.38,0.0
20151015:1900,879.03,33.1,15.93,2.9,0.0
20151015:2000,669.13,24.88,16.64,2.9,0.0
20151015:2100,405.38,15.09,16.65,2.48,1.0
20151015:2200,107.43,4.33,15.34,1.66,0.0
20151015:2300,0.0,0.0,13.57,2.0,0.0
20151016:0000,0.0,0.0,12.39,2.07,0.0
20151016:0100,0.0,0.0,11.54,2.14,0.0
20151016:0200,0.0,0.0,10.94,2.21,0.0
20151016:0300,0.0,0.0,10.57,2.21,0.0
20151016:0400,0.0,0.0,10.35,2.28,0.0
20151016:0500,0.0,0.0,10.23,2.28,0.0
20151016:0600,0.0,0.0,10.18,2.07,0.0
20151016:0700,0.0,0.0,9.8,1.66,0.0
20151016:0800,0.0,0.0,9.28,2.14,0.0
20151016:0900,0.0,0.0,9.11,2.83,0.0
20151016:1000,0.0,0.0,9.06,1.86,0.0
20151016:1100,0.0,0.0,8.88,2.21,0.0
20151016:1200,183.09,7.01,8.67,2.41,0.0
20151016:1300,478.39,17.54,10.11,2.21,0.0
20151016:1400,731.64,26.96,11.8,3.03,0.0
20151016:1500,924.01,34.59,12.98,3.52,0.0
20151016:1600,1040.03,39.54,13.83,3.66,0.0
20151016:1700,699.77,40.95,14.73,3.66,0.0
20151016:1800,1014.99,38.52,15.24,3.72,0.0
20151016:1900,876.42,32.76,14.29,3.38,0.0
20151016:2000,666.21,24.56,14.36,3.1,0.0
20151016:2100,400.96,14.79,14.16,3.03,0.0
20151016:2200,101.23,4.05,13.23,2.34,0.0
20151016:2300,0.0,0.0,11.92,2.14,0.0
20151017:0000,0.0,0.0,11.04,2.21,0.0
20151017:0100,0.0,0.0,10.35,2.28,0.0
20151017:0200,0.0,0.0,9.71,2.21,0.0
20151017:0300,0.0,0.0,9.18,2.21,0.0
20151017:0400,0.0,0.0,8.71,2.21,0.0
20151017:0500,0.0,0.0,8.26,2.14,0.0
20151017:0600,0.0,0.0,7.82,2.14,0.0
20151017:0700,0.0,0.0,7.69,2.28,0.0
20151017:0800,0.0,0.0,7.3,2.28,0.0
20151017:0900,0.0,0.0,6.87,2.14,0.0
20151017:1000,0.0,0.0,6.43,2.14,0.0
20151017:1100,0.0,0.0,6.0,2.07,0.0
20151017:1200,181.81,6.8,5.93,2.0,0.0
20151017:1300,477.36,17.3,7.2,2.62,0.0
20151017:1400,733.49,26.69,8.23,2.76,0.0
20151017:1500,929.83,34.28,9.4,3.1,0.0
20151017:1600,610.63,39.19,10.33,3.79,0.0
20151017:1700,186.99,40.58,10.72,3.86,0.0
20151017:1800,789.0,38.16,10.95,3.86,0.0
20151017:1900,888.89,32.41,10.16,3.79,0.0
20151017:2000,90.85,24.24,10.36,3.79,0.0
20151017:2100,251.19,14.49,9.8,3.45,0.0
20151017:2200,55.34,3.77,9.07,2.9,0.0
20151017:2300,0.0,0.0,7.99,2.55,0.0
20151018:0000,0.0,0.0,7.17,2.62,0.0
20151018:0100,0.0,0.0,6.55,2.83,0.0
20151018:0200,0.0,0.0,6.01,2.83,0.0
20151018:0300,0.0,0.0,5.43,2.62,0.0
20151018:0400,0.0,0.0,4.85,2.48,0.0
20151018:0500,0.0,0.0,4.33,2.34,0.0
20151018:0600,0.0,0.0,3.91,2.21,0.0
20151018:0700,0.0,0.0,3.29,2.14,0.0
20151018:0800,0.0,0.0,2.98,2.14,0.0
20151018:0900,0.0,0.0,2.69,2.0,0.0
20151018:1000,0.0,0.0,2.4,1.93,0.0
20151018:1100,0.0,0.0,2.1,1.86,0.0
20151018:1200,181.93,6.58,2.1,1.72,0.0
20151018:1300,480.26,17.06,3.68,2.14,0.0
20151018:1400,735.34,26.41,5.18,2.48,0.0
20151018:1500,930.44,33.97,6.41,3.17,0.0
20151018:1600,103.2,38.85,7.2,3.59,0.0
20151018:1700,640.65,40.22,8.12,3.31,0.0
20151018:1800,1023.3,37.8,9.02,3.24,0.0
20151018:1900,598.54,32.07,8.71,2.76,0.0
20151018:2000,672.08,23.93,8.59,2.9,0.0
20151018:2100,186.42,14.2,7.24,3.1,0.0
20151018:2200,94.7,3.5,6.4,2.48,0.0
20151018:2300,0.0,0.0,5.69,2.55,0.0
20151019:0000,0.0,0.0,4.96,2.62,0.0
20151019:0100,0.0,0.0,4.33,2.62,0.0
20151019:0200,0.0,0.0,3.84,2.34,0.0
20151019:0300,0.0,0.0,3.39,2.07,0.0
20151019:0400,0.0,0.0,2.91,1.79,0.0
20151019:0500,0.0,0.0,2.37,1.59,0.0
20151019:0600,0.0,0.0,1.85,1.52,0.0
20151019:0700,0.0,0.0,1.3,1.52,0.0
20151019:0800,0.0,0.0,0.88,1.45,0.0
20151019:0900,0.0,0.0,0.54,1.31,0.0
20151019:1000,0.0,0.0,0.25,1.31,0.0
20151019:1100,0.0,0.0,0.02,1.24,0.0
20151019:1200,175.76,6.37,0.18,1.17,0.0
20151019:1300,465.41,16.82,3.24,0.62,0.0
20151019:1400,716.03,26.14,5.5,0.9,0.0
20151019:1500,905.86,33.66,7.12,1.03,0.0
20151019:1600,1019.71,38.5,8.53,1.03,0.0
20151019:1700,1051.52,39.85,9.74,1.17,0.0
20151019:1800,996.39,37.44,10.73,1.38,0.0
20151019:1900,858.36,31.73,11.6,1.93,0.0
20151019:2000,651.01,23.62,11.92,2.21,0.0
20151019:2100,388.04,13.91,11.69,2.28,0.0
20151019:2200,85.16,3.22,10.37,2.07,0.0
20151019:2300,0.0,0.0,8.93,2.28,0.0
20151020:0000,0.0,0.0,8.15,2.34,0.0
20151020:0100,0.0,0.0,7.53,2.41,0.0
20151020:0200,0.0,0.0,7.11,2.41,0.0
20151020:0300,0.0,0.0,6.78,2.48,0.0
20151020:0400,0.0,0.0,6.55,2.48,0.0
20151020:0500,0.0,0.0,6.36,2.48,0.0
20151020:0600,0.0,0.0,6.23,2.41,0.0
20151020:0700,0.0,0.0,6.79,2.41,0.0
20151020:0800,0.0,0.0,6.67,2.28,0.0
20151020:0900,0.0,0.0,6.52,2.07,0.0
20151020:1000,0.0,0.0,6.33,1.66,0.0
20151020:1100,0.0,0.0,6.12,1.31,0.0
20151020:1200,5.29,6.15,6.21,1.45,0.0
20151020:1300,242.94,16.58,8.24,1.24,0.0
20151020:1400,399.93,25.87,11.13,1.52,0.0
20151020:1500,516.96,33.35,13.97,1.72,0.0
20151020:1600,990.52,38.16,16.49,1.93,0.0
20151020:1700,1021.17,39.49,18.32,2.14,0.0
20151020:1800,967.11,37.08,19.72,2.28,0.0
20151020:1900,831.38,31.4,20.8,2.48,0.0
20151020:2000,627.16,23.31,20.99,2.55,0.0
20151020:2100,370.18,13.62,20.15,2.28,0.0
20151020:2200,70.55,2.95,17.87,2.55,0.0
20151020:2300,0.0,0.0,16.04,2.62,0.0
20151021:0000,0.0,0.0,14.98,2.55,0.0
20151021:0100,0.0,0.0,14.12,2.34,0.0
20151021:0200,0.0,0.0,13.32,2.21,0.0
20151021:0300,0.0,0.0,12.52,2.07,0.0
20151021:0400,0.0,0.0,11.76,1.93,0.0
20151021:0500,0.0,0.0,10.99,1.79,0.0
20151021:0600,0.0,0.0,10.26,1.52,0.0
20151021:0700,0.0,0.0,9.88,1.59,0.0
20151021:0800,0.0,0.0,9.32,1.31,0.0
20151021:0900,0.0,0.0,9.11,1.1,0.0
20151021:1000,0.0,0.0,8.31,1.24,0.0
20151021:1100,0.0,0.0,7.78,1.45,0.0
20151021:1200,161.84,5.93,7.92,1.17,0.0
20151021:1300,448.96,16.34,11.15,0.14,0.0
20151021:1400,696.23,25.6,15.07,0.14,0.0
20151021:1500,884.64,33.04,17.91,0.21,0.0
20151021:1600,750.27,37.81,19.62,0.41,0.0
20151021:1700,770.76,39.13,20.93,0.48,0.0
20151021:1800,970.86,36.73,21.8,0.76,0.0
20151021:1900,833.57,31.06,22.5,1.17,0.0
20151021:2000,628.64,23.0,22.43,1.24,0.0
20151021:2100,368.23,13.34,21.64,1.1,0.0
20151021:2200,68.27,2.69,20.0,2.0,0.0
20151021:2300,0.0,0.0,17.67,2.21,0.0
20151022:0000,0.0,0.0,15.95,2.34,0.0
20151022:0100,0.0,0.0,14.68,2.28,0.0
20151022:0200,0.0,0.0,13.79,2.21,0.0
20151022:0300,0.0,0.0,13.16,2.14,0.0
20151022:0400,0.0,0.0,12.72,2.14,0.0
20151022:0500,0.0,0.0,12.36,2.14,0.0
20151022:0600,0.0,0.0,12.06,2.14,0.0
20151022:0700,0.0,0.0,12.0,2.07,0.0
20151022:0800,0.0,0.0,11.59,2.0,0.0
20151022:0900,0.0,0.0,11.06,1.79,0.0
20151022:1000,0.0,0.0,10.57,1.59,0.0
20151022:1100,0.0,0.0,9.96,1.66,0.0
20151022:1200,50.27,5.71,9.76,1.66,0.0
20151022:1300,235.91,16.1,12.66,1.03,0.0
20151022:1400,564.28,25.32,16.57,1.24,0.0
20151022:1500,665.47,32.73,19.31,1.66,0.0
20151022:1600,547.13,37.47,21.2,1.93,0.0
20151022:1700,664.88,38.77,22.56,2.14,0.0
20151022:1800,549.79,36.37,23.42,2.34,0.0
20151022:1900,283.74,30.74,24.04,2.62,0.0
20151022:2000,233.65,22.7,24.07,2.76,0.0
20151022:2100,73.75,13.06,23.01,2.28,0.0
20151022:2200,8.82,2.43,20.41,2.14,0.0
20151022:2300,0.0,0.0,18.83,2.14,0.0
20151023:0000,0.0,0.0,17.96,2.07,0.0
20151023:0100,0.0,0.0,17.85,2.07,0.0
20151023:0200,0.0,0.0,17.26,2.14,0.0
20151023:0300,0.0,0.0,16.45,2.14,0.0
20151023:0400,0.0,0.0,15.74,2.28,0.0
20151023:0500,0.0,0.0,14.86,2.48,0.0
20151023:0600,0.0,0.0,13.92,2.48,0.0
20151023:0700,0.0,0.0,13.0,2.48,0.0
20151023:0800,0.0,0.0,12.18,2.41,0.0
20151023:0900,0.0,0.0,11.39,2.41,0.0
20151023:1000,0.0,0.0,10.65,2.48,0.0
20151023:1100,0.0,0.0,9.95,2.48,0.0
20151023:1200,159.63,5.49,9.51,2.41,0.0
20151023:1300,469.18,15.85,10.24,2.48,0.0
20151023:1400,728.89,25.05,11.19,2.97,0.0
20151023:1500,924.82,32.42,12.36,2.76,0.0
20151023:1600,1042.52,37.13,13.6,2.69,0.0
20151023:1700,1074.8,38.42,14.67,2.69,0.0
20151023:1800,1019.55,36.03,15.42,2.62,0.0
20151023:1900,881.49,30.41,15.87,2.76,0.0
20151023:2000,666.33,22.4,15.8,2.55,0.0
20151023:2100,392.46,12.79,15.21,2.21,0.0
20151023:2200,14.11,2.17,13.84,1.66,0.0
20151023:2300,0.0,0.0,12.12,1.79,0.0
20151024:0000,0.0,0.0,10.85,1.86,0.0
20151024:0100,0.0,0.0,9.82,1.93,0.0
20151024:0200,0.0,0.0,8.95,1.86,0.0
20151024:0300,0.0,0.0,8.15,1.72,0.0
20151024:0400,0.0,0.0,7.46,1.72,0.0
20151024:0500,0.0,0.0,6.89,1.79,0.0
20151024:0600,0.0,0.0,6.69,1.79,0.0
20151024:0700,0.0,0.0,6.02,2.07,0.0
20151024:0800,0.0,0.0,6.07,1.93,0.0
20151024:0900,0.0,0.0,6.14,1.72,0.0
20151024:1000,0.0,0.0,5.9,1.93,0.0
20151024:1100,0.0,0.0,5.82,1.86,0.0
20151024:1200,16.76,5.27,5.8,1.72,0.0
20151024:1300,199.23,15.61,6.69,2.0,0.0
20151024:1400,413.56,24.78,8.36,2.21,0.0
20151024:1500,874.48,32.11,9.94,2.48,0.0
20151024:1600,548.26,36.8,11.52,2.76,0.0
20151024:1700,585.42,38.07,13.16,3.03,0.0
20151024:1800,723.76,35.68,14.18,3.24,0.0
20151024:1900,61.74,30.09,14.18,3.31,0.0
20151024:2000,251.06,22.11,13.95,3.38,0.0
20151024:2100,22.93,12.52,13.42,2.97,0.0
20151024:2200,1.76,1.92,12.9,2.69,0.0
20151024:2300,0.0,0.0,12.59,2.62,0.0
20151025:0000,0.0,0.0,12.53,2.83,0.0
20151025:0100,0.0,0.0,12.46,2.97,0.0
20151025:0200,0.0,0.0,12.34,3.03,0.0
20151025:0300,0.0,0.0,12.14,3.1,0.0
20151025:0400,0.0,0.0,11.97,3.17,0.0
20151025:0500,0.0,0.0,11.69,3.38,0.0
20151025:0600,0.0,0.0,11.66,3.52,0.0
20151025:0700,0.0,0.0,11.58,3.1,0.0
20151025:0800,0.0,0.0,10.65,2.83,0.0
20151025:0900,0.0,0.0,10.77,2.41,0.0
20151025:1000,0.0,0.0,10.92,2.34,0.0
20151025:1100,0.0,0.0,11.47,2.21,0.0
20151025:1200,22.93,5.05,11.7,1.93,0.0
20151025:1300,47.63,15.37,12.27,1.72,0.0
20151025:1400,449.4,24.5,13.47,1.66,0.0
20151025:1500,381.12,31.81,14.92,2.55,0.0
20151025:1600,254.58,36.46,16.7,3.86,0.0
20151025:1700,138.48,37.72,16.66,4.0,0.0
20151025:1800,167.1,35.34,15.76,3.93,0.0
20151025:1900,848.59,29.77,16.6,3.72,0.0
20151025:2000,643.26,21.82,15.97,3.72,0.0
20151025:2100,373.15,12.25,15.12,3.66,0.0
20151025:2200,15.88,1.67,14.22,3.38,0.0
20151025:2300,0.0,0.0,13.17,3.1,0.0
20151026:0000,0.0,0.0,12.45,2.97,0.0
20151026:0100,0.0,0.0,11.77,3.03,0.0
20151026:0200,0.0,0.0,11.13,3.03,0.0
20151026:0300,0.0,0.0,10.25,2.62,0.0
20151026:0400,0.0,0.0,9.35,1.93,0.0
20151026:0500,0.0,0.0,8.33,1.66,0.0
20151026:0600,0.0,0.0,7.46,1.66,0.0
20151026:0700,0.0,0.0,6.98,1.72,0.0
20151026:0800,0.0,0.0,6.63,1.72,0.0
20151026:0900,0.0,0.0,6.27,1.72,0.0
20151026:1000,0.0,0.0,5.91,1.72,0.0
20151026:1100,0.0,0.0,5.45,1.59,0.0
20151026:1200,147.46,4.83,5.14,1.59,0.0
20151026:1300,463.21,15.13,7.05,1.59,0.0
20151026:1400,718.9,24.23,8.73,2.07,0.0
20151026:1500,911.67,31.5,10.05,2.07,0.0
20151026:1600,1027.04,36.13,11.32,1.59,0.0
20151026:1700,1057.98,37.38,12.41,1.17,0.0
20151026:1800,1002.36,35.01,13.27,1.03,0.0
20151026:1900,863.28,29.46,13.54,1.03,0.0
20151026:2000,648.78,21.53,13.59,1.03,0.0
20151026:2100,375.8,11.99,13.14,0.9,0.0
20151026:2200,10.47,1.43,11.89,0.9,0.0
20151026:2300,0.0,0.0,10.78,0.83,0.0
20151027:0000,0.0,0.0,9.62,1.1,0.0
20151027:0100,0.0,0.0,7.44,1.66,0.0
20151027:0200,0.0,0.0,6.28,1.66,0.0
20151027:0300,0.0,0.0,5.66,1.52,0.0
20151027:0400,0.0,0.0,5.19,1.38,0.0
20151027:0500,0.0,0.0,4.45,1.59,0.0
20151027:0600,0.0,0.0,4.25,1.79,0.0
20151027:0700,0.0,0.0,3.78,1.31,0.0
20151027:0800,0.0,0.0,3.53,1.24,0.0
20151027:0900,0.0,0.0,3.33,1.24,0.0
20151027:1000,0.0,0.0,3.37,1.52,0.0
20151027:1100,0.0,0.0,3.37,1.59,0.0
20151027:1200,106.1,4.61,3.48,1.38,0.0
20151027:1300,352.04,14.88,5.41,0.76,0.0
20151027:1400,325.15,23.96,8.23,0.97,0.0
20151027:1500,308.5,31.2,10.15,1.52,0.0
20151027:1600,279.65,35.8,11.2,2.07,0.0
20151027:1700,396.85,37.03,11.97,2.62,0.0
20151027:1800,299.39,34.68,12.27,2.55,0.0
20151027:1900,236.37,29.15,12.83,2.41,0.0
20151027:2000,149.46,21.25,12.94,2.48,0.0
20151027:2100,224.48,11.73,12.8,2.41,0.0
20151027:2200,8.05,1.19,12.07,2.34,0.0
20151027:2300,0.0,0.0,11.22,2.34,0.0
20151028:0000,0.0,0.0,10.47,2.28,0.0
20151028:0100,0.0,0.0,10.11,2.34,0.0
20151028:0200,0.0,0.0,9.88,2.55,0.0
20151028:0300,0.0,0.0,9.83,2.62,0.0
20151028:0400,0.0,0.0,9.84,2.55,0.0
20151028:0500,0.0,0.0,9.7,2.62,0.0
20151028:0600,0.0,0.0,9.18,2.9,0.0
20151028:0700,0.0,0.0,9.66,3.66,0.0
20151028:0800,0.0,0.0,9.29,3.38,0.0
20151028:0900,0.0,0.0,9.53,3.52,0.0
20151028:1000,0.0,0.0,9.85,3.86,0.0
20151028:1100,0.0,0.0,10.33,4.28,0.0
20151028:1200,3.53,4.39,11.0,4.41,0.0
20151028:1300,23.81,14.64,11.74,4.69,0.0
20151028:1400,44.1,23.69,12.44,5.17,0.0
20151028:1500,59.1,30.9,13.32,5.38,0.0
20151028:1600,110.25,35.47,13.83,5.17,0.0
20151028:1700,19.4,36.7,14.46,4.62,0.0
20151028:1800,96.14,34.35,15.1,4.34,0.0
20151028:1900,10.58,28.85,15.76,2.9,0.0
20151028:2000,9.7,20.97,16.36,2.9,0.0
20151028:2100,105.12,11.48,16.94,3.45,0.0
20151028:2200,0.0,0.0,17.38,3.52,0.0
20151028:2300,0.0,0.0,17.62,3.52,0.0
20151029:0000,0.0,0.0,17.73,3.52,0.0
20151029:0100,0.0,0.0,17.83,3.45,0.0
20151029:0200,0.0,0.0,17.94,3.45,0.0
20151029:0300,0.0,0.0,18.13,3.59,0.0
20151029:0400,0.0,0.0,18.25,3.79,0.0
20151029:0500,0.0,0.0,18.22,3.45,0.0
20151029:0600,0.0,0.0,18.1,3.45,0.0
20151029:0700,0.0,0.0,17.67,2.97,0.0
20151029:0800,0.0,0.0,16.98,2.55,0.0
20151029:0900,0.0,0.0,16.07,2.28,0.0
20151029:1000,0.0,0.0,15.04,2.28,0.0
20151029:1100,0.0,0.0,14.27,2.41,0.0
20151029:1200,124.33,4.17,13.84,2.48,0.0
20151029:1300,5.29,14.4,14.59,2.97,0.0
20151029:1400,65.27,23.42,15.22,3.66,0.0
20151029:1500,457.81,30.6,15.25,3.66,0.0
20151029:1600,312.62,35.14,15.95,4.07,0.0
20151029:1700,413.94,36.36,16.49,3.93,0.0
20151029:1800,576.31,34.02,16.69,3.93,0.0
20151029:1900,449.62,28.55,17.11,5.59,0.0
20151029:2000,438.63,20.7,16.76,4.69,0.0
20151029:2100,198.63,11.23,16.04,3.86,0.0
20151029:2200,0.0,0.0,15.19,3.66,0.0
20151029:2300,0.0,0.0,14.21,3.31,0.0
20151030:0000,0.0,0.0,13.46,3.17,0.0
20151030:0100,0.0,0.0,12.83,3.17,0.0
20151030:0200,0.0,0.0,12.14,3.24,0.0
20151030:0300,0.0,0.0,11.31,2.9,0.0
20151030:0400,0.0,0.0,10.47,2.62,0.0
20151030:0500,0.0,0.0,9.68,2.41,0.0
20151030:0600,0.0,0.0,9.01,2.48,0.0
20151030:0700,0.0,0.0,8.6,2.69,0.0
20151030:0800,0.0,0.0,7.93,2.9,0.0
20151030:0900,0.0,0.0,7.3,2.9,0.0
20151030:1000,0.0,0.0,6.76,2.76,0.0
20151030:1100,0.0,0.0,6.48,2.55,0.0
20151030:1200,130.31,3.95,6.24,2.34,0.0
20151030:1300,446.75,14.15,7.15,2.28,0.0
20151030:1400,374.11,23.15,8.66,2.9,0.0
20151030:1500,230.8,30.3,10.3,3.24,0.0
20151030:1600,265.81,34.82,11.74,3.38,0.0
20151030:1700,299.06,36.03,12.34,3.24,0.0
20151030:1800,285.93,33.7,12.35,3.24,0.0
20151030:1900,335.57,28.25,11.88,3.1,0.0
20151030:2000,130.85,20.43,11.66,3.03,0.0
20151030:2100,356.52,10.99,11.44,2.97,0.0
20151030:2200,0.0,0.0,10.98,2.55,0.0
20151030:2300,0.0,0.0,10.51,2.41,0.0
20151031:0000,0.0,0.0,9.91,2.21,0.0
20151031:0100,0.0,0.0,9.43,2.07,0.0
20151031:0200,0.0,0.0,8.84,1.72,0.0
20151031:0300,0.0,0.0,8.06,1.45,0.0
20151031:0400,0.0,0.0,7.06,1.59,0.0
20151031:0500,0.0,0.0,6.05,1.52,0.0
20151031:0600,0.0,0.0,5.38,1.38,0.0
20151031:0700,0.0,0.0,4.51,1.38,0.0
20151031:0800,0.0,0.0,3.93,1.52,0.0
20151031:0900,0.0,0.0,3.63,1.38,0.0
20151031:1000,0.0,0.0,3.25,1.52,0.0
20151031:1100,0.0,0.0,3.11,1.31,0.0
20151031:1200,125.04,3.73,2.93,1.24,0.0
20151031:1300,447.6,13.91,4.91,0.62,0.0
20151031:1400,701.13,22.88,7.69,0.76,0.0
20151031:1500,888.29,30.0,9.22,0.83,0.0
20151031:1600,996.54,34.5,10.37,0.97,0.0
20151031:1700,214.53,35.7,11.63,1.24,0.0
20151031:1800,151.04,33.39,12.45,1.72,0.0
20151031:1900,122.6,27.96,12.2,1.79,0.0
20151031:2000,114.58,20.17,12.15,1.79,0.0
20151031:2100,239.0,10.75,11.82,1.66,0.0
20151031:2200,0.0,0.0,11.01,1.59,0.0
20151031:2300,0.0,0.0,10.27,1.86,0.0
20151101:0000,0.0,0.0,9.57,2.07,0.0
20151101:0100,0.0,0.0,9.24,2.21,0.0
20151101:0200,0.0,0.0,8.99,2.21,0.0
20151101:0300,0.0,0.0,8.91,2.14,0.0
20151101:0400,0.0,0.0,9.12,2.07,0.0
20151101:0500,0.0,0.0,9.43,2.07,0.0
20151101:0600,0.0,0.0,9.66,1.86,0.0
20151101:0700,0.0,0.0,10.02,1.86,0.0
20151101:0800,0.0,0.0,10.21,2.28,0.0
20151101:0900,0.0,0.0,10.47,2.41,0.0
20151101:1000,0.0,0.0,10.66,2.41,0.0
20151101:1100,0.0,0.0,10.55,2.41,0.0
20151101:1200,6.17,3.5,10.38,2.55,0.0
20151101:1300,37.93,13.67,10.69,2.55,0.0
20151101:1400,56.45,22.61,11.52,2.41,0.0
20151101:1500,155.29,29.7,13.06,2.55,0.0
20151101:1600,743.28,34.19,14.27,2.55,0.0
20151101:1700,696.69,35.38,15.6,2.62,0.0
20151101:1800,728.83,33.08,17.05,3.38,0.0
20151101:1900,413.87,27.67,17.81,3.66,0.0
20151101:2000,427.07,19.91,18.01,3.1,0.0
20151101:2100,159.21,10.51,17.45,2.48,0.0
20151101:2200,0.0,0.0,15.7,2.14,0.0
20151101:2300,0.0,0.0,14.36,2.07,0.0
20151102:0000,0.0,0.0,13.4,2.07,0.0
20151102:0100,0.0,0.0,12.66,2.0,0.0
20151102:0200,0.0,0.0,12.06,1.93,0.0
20151102:0300,0.0,0.0,11.43,1.86,0.0
20151102:0400,0.0,0.0,11.0,1.86,0.0
20151102:0500,0.0,0.0,10.6,1.86,0.0
20151102:0600,0.0,0.0,10.32,1.79,0.0
20151102:0700,0.0,0.0,10.28,1.72,0.0
20151102:0800,0.0,0.0,10.1,1.72,0.0
20151102:0900,0.0,0.0,9.84,1.66,0.0
20151102:1000,0.0,0.0,9.66,1.66,0.0
20151102:1100,0.0,0.0,9.53,1.66,0.0
20151102:1200,59.31,3.28,9.51,1.66,0.0
20151102:1300,305.29,13.43,10.28,1.24,0.0
20151102:1400,288.87,22.34,12.96,0.97,0.0
20151102:1500,396.06,29.41,14.77,1.1,0.0
20151102:1600,456.39,33.87,15.96,0.9,0.0
20151102:1700,1022.66,35.06,16.74,0.41,0.0
20151102:1800,658.65,32.77,16.98,0.21,0.0
20151102:1900,395.56,27.39,17.61,0.28,0.0
20151102:2000,398.15,19.65,17.33,0.34,0.0
20151102:2100,69.1,10.29,16.26,0.0,0.0
20151102:2200,0.0,0.0,15.78,0.14,0.0
20151102:2300,0.0,0.0,15.22,0.28,0.0
20151103:0000,0.0,0.0,14.46,0.55,0.0
20151103:0100,0.0,0.0,13.06,0.9,0.0
